,price
27367,18050
11222,4968
20053,8574
28547,432
36222,936
5019,3749
8014,4333
35149,895
27159,17581
36709,956
41559,1240
34146,855
9397,4588
49929,2203
1615,3013
36496,477
31512,367
32197,453
18235,7422
53575,2721
49005,2068
33279,827
33507,462
3397,567
6410,4044
51995,2469
48674,2027
33247,827
32257,789
37229,981
3694,3450
40478,498
2393,562
15375,6172
24926,13495
13374,603
50345,2268
18090,7340
47090,1840
9965,4704
23137,11196
28262,666
894,2874
2903,3284
8310,4392
41861,1264
10452,4793
45916,1732
13415,5521
48440,1993
9839,4678
1087,2911
38786,1052
15556,6255
44111,1574
11243,4972
48286,1973
43243,1409
36878,963
51855,2444
1215,2939
5825,3919
346,2804
40061,1120
9396,4588
4418,3615
51237,2368
16913,6771
48752,2039
34643,876
48134,1956
20820,9082
36574,951
39524,1087
41404,1235
12260,5217
43773,512
4937,3733
30293,729
30993,752
5810,3916
10943,4906
14978,6047
46564,1792
24597,12992
47677,1904
27154,17569
16606,6653
48989,2066
39797,1105
3808,3468
44828,1636
18838,7741
51187,2362
42260,1307
42172,1295
51351,2381
41948,1273
42984,1385
39203,1071
30525,447
53737,2748
2278,3160
22078,10153
22685,10754
4106,3539
26606,16499
22229,10331
19030,7848
10919,4899
48475,1999
44551,1611
46205,1758
37565,992
1060,558
5124,3763
24492,12833
6599,4082
27311,647
25713,14733
6607,4084
133,2765
37864,1008
9559,4627
36078,930
48416,1991
38720,1049
20397,8794
10062,4712
14553,5887
27697,648
44615,1619
24973,641
31256,760
40036,1116
43199,1404
5259,3797
8737,4466
40267,1133
12119,5174
38113,1017
41218,1217
47453,1877
49782,2184
19566,8227
21886,10009
379,2810
44469,1607
5252,3795
13401,5517
22994,11078
6812,4120
1937,3084
31618,770
38022,1013
38615,1043
40705,1172
5282,3801
46412,1781
1676,3030
7473,4238
52222,2504
5689,574
43605,1438
46839,530
22303,628
49804,2189
51660,2415
32982,814
30238,726
45273,1668
27647,648
29266,698
46873,1819
2626,3229
20294,8736
9550,4626
31491,767
49505,540
40128,1125
18492,7553
10043,591
16804,6720
12132,5177
5150,3770
22649,630
33540,833
6395,4040
33692,842
25204,13892
25181,13849
39815,492
18941,7813
51485,544
25311,642
51189,2362
7341,4216
43777,513
2405,3179
44884,1637
53487,552
46321,1774
39875,1107
8211,4372
46128,1754
18876,7766
39083,1065
47115,1842
9049,4518
26366,15957
52797,2593
52602,2559
15559,6256
10353,4778
2414,3180
2262,3154
22729,10800
47166,397
21659,627
12531,5277
10152,4732
46734,1813
19852,8442
21790,9901
22853,10947
32239,789
14958,6039
36965,969
46487,526
48266,1970
17218,6907
51409,2387
2540,3206
52149,548
35023,887
35449,906
6525,4072
8544,4435
11155,4953
49903,2200
22969,630
14047,5712
43905,1548
1568,3006
18943,7813
27504,18394
4936,3733
44102,1574
8513,4428
48358,1981
22883,10976
39246,1074
2967,3299
53410,2694
6279,4021
35630,911
38781,1052
47870,1920
11644,5057
29853,714
30646,739
11191,4961
15322,6165
24023,12224
1672,3027
14600,5908
39769,1103
2546,3208
22910,11010
53491,552
31082,755
24505,12848
24311,636
7825,4303
45929,1736
24694,13102
33839,463
49972,2210
47207,1845
2536,3206
3588,3424
15718,6300
40511,1153
18321,616
14452,5851
549,2830
18358,7477
39902,1110
34289,863
28017,662
22125,10214
50098,2234
32677,803
9659,4649
23605,11705
16824,6727
29679,709
12871,5373
29494,705
13015,601
46547,1790
35227,898
27602,18678
49893,2198
4004,3519
47249,1847
45320,1675
34690,877
28995,687
33011,816
24301,12621
25856,15059
26894,17028
11990,5151
44263,1584
23347,11387
33825,844
43778,513
22749,10824
51929,2455
19326,622
37781,1007
345,2804
47197,530
38181,487
16334,608
14612,5914
15604,6272
25124,13767
50414,2277
36606,953
12383,5236
976,2893
40145,493
10312,4766
9334,4585
36553,949
8830,4480
29016,689
31951,779
14442,5844
15113,6089
6147,3991
44772,1631
42504,1332
36747,957
30227,725
38557,1041
13014,600
21049,9261
18579,7597
3746,3455
27568,18542
28098,665
7688,4277
32106,788
38717,1049
36756,958
36477,946
39035,1063
32396,795
50730,2314
1755,3045
34279,863
17321,6968
2501,3199
6291,4022
34786,879
27811,654
33698,842
3575,3422
53622,2726
34903,882
19133,7928
41158,1210
41368,1233
30754,743
12821,5358
50046,2224
29835,712
48120,1955
18652,619
48694,2030
10861,4880
21844,9959
31907,776
21064,9278
12705,5315
48578,2012
41839,1263
43789,514
26775,16742
25952,644
4376,571
23033,11111
18076,7333
48261,1969
26397,16003
42140,505
39221,1073
29459,704
23257,11351
11060,4927
30809,744
34627,875
43430,1431
40767,1177
24720,13135
53327,2680
28569,434
36489,947
23858,12030
388,2812
50073,2230
44611,1619
19143,7936
41392,1235
49870,2196
34729,878
13381,5509
14156,5758
20834,9095
137,2765
17728,7155
24415,12738
36233,936
8018,4334
35917,921
27741,650
14699,5931
4143,3547
10581,4826
6958,4150
40235,1129
7293,4205
19712,8321
8987,4513
22018,10090
29014,689
30585,737
28962,687
51564,2401
50692,2310
15287,6152
32120,788
26034,15335
53706,2742
43424,1430
41943,1272
46181,526
25062,13666
32337,792
819,2863
46,403
36938,967
43384,1424
42677,1353
33179,461
28516,675
23198,11257
29633,707
51300,2375
29644,707
603,2838
5393,3819
21748,9867
53541,2715
52598,2559
19048,7862
53208,2657
49737,2176
16230,6505
40513,1153
17994,614
222,2782
47277,1851
30006,720
29760,710
31249,759
20310,8749
4989,3743
29736,709
19857,8449
43217,1407
37883,1008
397,554
15345,606
52989,2619
18513,7564
39191,1070
18605,7611
46908,1820
18808,7727
19888,8479
10622,4836
36537,948
30778,743
33530,463
2639,3231
49542,2145
21013,625
28463,675
53325,2680
22774,10853
45897,1728
2046,561
45556,1697
8667,4458
8282,4386
24622,13034
35360,901
38689,1046
38906,1056
50506,544
45109,1659
26075,15426
27252,17838
12560,5285
10987,4916
37073,972
29977,719
50243,2251
11788,5092
12960,5398
41144,503
16590,6648
2456,3191
32774,808
27468,18293
4812,3704
39304,1076
33735,843
14428,5836
28028,663
14469,5858
36430,945
29307,698
53387,2690
26932,17095
23865,12047
25374,14182
25082,13703
25870,15086
14265,5789
29731,709
37962,1013
43558,1436
14438,5841
30250,726
49494,540
15156,6100
46388,1781
36037,928
4505,3634
13514,5549
7165,4186
50555,2290
17989,7292
9893,4689
6770,4113
25050,13642
16183,6484
22806,10891
51222,2365
50203,2245
39184,1069
7186,4190
44782,1631
25659,14625
14136,5748
5155,3772
42119,1293
4467,3624
26059,15394
41519,1238
17433,7014
19234,8001
32538,458
32075,787
34670,876
48797,2045
6562,4077
31063,755
35663,912
34634,876
52864,2596
26960,17162
22216,10316
1152,2923
38224,1020
1192,2934
19160,7950
14412,5832
53408,2694
28237,432
36597,952
19562,8224
36517,478
35175,895
17982,7291
3379,408
11696,596
28153,666
16200,6494
43302,1415
46467,1786
37702,1001
25031,13610
40155,495
27833,655
48059,1948
26527,16309
12989,600
42102,1291
52152,548
49247,2103
17980,7290
20129,8624
51438,2393
34480,871
24804,13275
48249,1966
51565,2401
49420,2131
43044,1390
46307,1773
44776,1631
272,2793
12138,5181
813,2863
25608,14581
6195,4000
7628,4268
49043,2075
4084,3534
42632,1346
13437,5531
40141,492
18160,7388
37452,988
23521,11584
25667,14646
46482,526
16851,6741
50093,2233
42423,1326
49023,2072
26653,645
5550,3858
16068,6439
3341,3379
47036,1836
32428,798
8903,4496
21934,10049
33260,827
33501,833
43444,1431
23002,11087
32989,814
48992,2066
15637,6288
10670,4845
20956,9215
46098,1752
36815,961
26796,16783
48349,1981
3690,3449
39003,1061
40728,1174
46113,1753
10032,591
23633,11746
19205,7980
1686,3033
34509,470
9220,4559
52395,2531
42555,1337
539,2827
23090,11161
51821,545
2685,3246
53743,2749
15929,6389
537,2827
40554,1155
12311,5226
46297,1771
27465,18281
21112,9314
1006,2900
28733,682
50402,2276
29120,694
24165,12416
4534,3641
48159,533
51310,2376
38186,487
15241,6132
29889,446
44646,1623
51865,2444
39272,1076
15912,6380
51935,2456
40301,1135
11791,5093
5527,3856
47585,1889
27905,658
5464,3838
26688,16558
52527,2550
7996,4328
43134,506
33963,851
26740,16687
5332,3812
48691,2030
12745,5329
32866,461
37894,1008
8809,4478
39147,490
22915,11018
53787,2757
31593,769
15822,6344
50122,2238
9124,4538
12841,5364
22648,630
15826,6346
24705,13117
18251,7432
7675,4276
15974,6406
14113,5739
24975,641
41923,1270
47154,394
46749,1814
25485,14372
48125,1956
31178,449
9499,4616
19741,8349
33990,852
2707,564
33478,831
21244,9444
51280,2373
48888,2054
34327,863
47609,1892
39656,1094
52065,2481
1921,3082
29919,716
29182,698
16262,6522
2392,562
13330,419
50370,2273
14490,5864
53414,2694
3964,3510
2855,3275
6626,4090
12398,5241
10198,4743
20634,8958
25132,13779
33318,828
15205,6118
13085,5430
24997,13561
10105,4719
15220,6126
1527,2999
14798,5974
18387,7494
40393,1146
39487,491
49537,2144
51810,2442
52880,2601
42376,1322
45057,1656
15488,6221
13639,5595
9089,4530
26885,17010
37858,1007
51380,2386
49475,2139
28282,667
13617,5586
14943,6032
20258,8714
6239,4010
41534,1239
23744,11856
38589,1041
30855,449
10601,4830
2764,3252
19383,8076
47823,1919
11448,5014
9373,4586
7574,4256
26625,428
52469,2546
7742,4283
52998,2622
49507,2140
12885,5376
50640,2303
33791,844
7993,4328
33350,828
38944,1059
22095,10180
38125,1018
42302,1314
15342,606
23982,633
48727,2035
35935,923
17120,6851
35410,904
32014,781
34713,878
49999,2215
28623,679
44394,1602
10124,4724
10186,4742
44969,1649
33871,846
32856,459
23518,11580
17225,6911
14627,5917
34071,854
6504,4066
49635,2161
27929,658
20302,8742
13332,419
48789,2043
31557,451
4220,3573
2545,3208
1482,2988
20240,8702
53079,2639
26760,16717
24953,13542
26669,16506
11922,5132
49789,2185
6063,3968
50615,2299
20924,9177
2950,3296
7510,4242
51689,2422
40186,1125
41007,1197
16155,6471
19367,8064
21030,9251
47346,1864
53444,2699
42040,1286
31654,772
19936,8524
25736,14777
26360,15948
33544,833
31143,756
3014,3308
8634,4454
32853,459
52900,2606
17146,6863
48445,1993
26406,16037
33389,828
13241,5484
1280,2952
31180,449
32595,802
3819,3471
16807,6720
32594,802
47687,1905
18488,7551
2292,3162
43304,1415
16502,6607
34394,867
2973,3299
15265,6140
48907,2056
13070,5423
27481,18320
32610,802
31344,764
51294,2375
6045,3965
24508,12857
26721,16629
17668,613
12079,5166
36687,956
29472,705
30016,720
23114,11180
41156,1210
27694,648
9363,589
26004,15281
28578,675
11469,5018
38778,1052
32956,814
1838,3062
17902,7250
2341,3172
15865,6355
8184,4368
9350,589
21911,10028
38996,1061
48855,2049
8873,4488
19311,622
38626,1044
3313,3373
19348,8057
42638,1348
26436,16104
48484,2000
52070,2482
15490,6221
50642,2304
31089,756
3427,3387
41547,1240
49648,2163
7395,4224
35090,891
25571,14502
44307,1591
39716,1099
43904,1548
52163,548
34170,466
33520,462
45675,1712
36728,957
12093,5167
35759,917
13940,5689
47996,1940
33916,848
30019,720
21099,9299
35859,476
36170,477
34074,854
38849,490
11430,5008
4498,3633
39374,1079
6494,4064
3234,3354
33190,462
26587,16442
36610,953
52334,2519
35451,906
47519,530
20580,8920
47802,1916
14349,605
15519,6237
4774,3696
32878,461
3874,3484
18699,7656
28331,669
27193,17674
6285,4022
38189,487
8509,4427
12684,599
50666,2307
40466,497
7570,4256
25807,14948
21622,9763
29570,706
38404,1033
10455,4795
7889,4314
45769,1720
6419,4045
28782,683
25863,15073
19884,8475
33134,821
51685,2421
8422,4410
26719,16628
26607,425
27156,17570
5337,3813
22895,10993
50662,2307
47236,1847
21431,9573
1805,3054
9177,4548
32111,788
30123,723
6249,4012
35106,891
8591,4443
12133,5178
38251,1021
11234,4969
37273,982
49422,2131
50220,2247
12519,5273
48960,2064
15877,6363
27359,18028
45338,1676
10083,4716
2127,3123
20636,8959
20398,8794
22512,10614
8051,583
29036,689
2572,3213
7934,4320
18244,7428
44795,1633
8151,4362
18436,7523
14844,5989
44897,1637
42428,1326
32156,789
13884,5664
8146,4362
43477,507
5168,3774
7178,4188
4184,3562
20134,8629
47009,1832
23271,11368
12493,5262
10721,4851
29105,694
20346,625
37526,990
42167,505
52411,2535
47746,1912
27487,18342
26830,16874
18860,7755
31447,765
22566,10668
41994,1279
38079,1015
9252,4564
30239,726
50753,2317
31252,759
43622,1439
22747,10823
11935,5139
43049,1392
27784,652
42885,1370
8432,4413
53032,2630
355,2805
14106,5736
45132,1662
52138,2494
46476,1787
23994,633
44490,1608
45085,1656
32008,781
51410,2388
28877,435
7011,4158
44802,1633
24317,637
43674,1443
21206,9403
53320,2679
8395,4404
10356,592
22949,11059
31994,781
8979,4512
45691,1712
21974,628
35047,890
49452,2137
17442,7019
10836,4875
50682,2309
52276,2512
9090,4531
37223,981
38124,1018
36554,949
21739,9853
34697,877
35804,918
7898,4315
47720,1910
26530,16314
6126,3989
8459,4416
26813,16807
35661,912
49379,2123
51418,2389
14445,5846
29008,689
28480,675
47889,1923
12013,596
5786,3908
16642,420
34798,880
32513,802
18899,7785
7204,4192
28530,675
52895,2604
42945,1378
2816,3266
19916,8505
40247,1131
36974,969
48016,1942
51719,2426
20023,625
47247,1847
14236,5779
42764,1360
6909,4138
17265,6934
47544,1882
31162,757
28815,684
22764,10839
41860,1264
43997,1561
31991,781
9154,4543
7979,4327
10925,4900
53665,2733
35569,909
9347,589
45009,1654
39848,1107
40211,1129
7171,4187
575,2834
7348,4218
20573,8915
30035,720
36995,969
28566,434
37315,984
37243,982
41172,1212
15895,6371
6906,4138
39118,1068
9707,4656
50374,2273
18900,7786
10088,4717
18003,614
45668,1710
4209,3569
49015,2070
20859,9118
25691,14691
51459,2394
25819,14975
42270,1308
51853,2443
38302,1025
39460,1082
12709,5316
23942,12156
99,2760
7859,4309
30736,743
44579,1614
31842,776
48224,1963
26416,16064
22111,10202
47092,1840
49222,2099
3903,3494
50739,2316
3032,565
35858,476
14243,5780
43755,508
29347,700
9295,4578
46556,1791
50797,2321
22077,10151
52335,2519
6867,4131
2212,3145
35671,912
9193,4554
5658,3884
10470,4798
51900,2451
3787,3464
20457,8831
4688,3678
38632,1044
21539,9683
21401,9548
52907,2607
51413,2388
3966,3510
32810,810
20783,9053
50848,544
14654,5925
49368,2121
41573,1242
52505,2548
13445,5534
9153,4543
26277,15845
18644,7641
42962,1382
33732,843
19328,622
51483,2396
51113,2357
15710,6299
43528,1436
25955,644
42887,1370
25079,13701
52790,2592
47797,1915
46329,1775
45868,1726
8866,4486
5477,3842
43632,1439
46885,1819
29291,698
27174,17608
21408,9552
48575,2011
49305,2111
20945,9205
17512,7064
14324,5813
53081,2641
33456,830
45906,1729
39541,1087
18306,7465
49630,2161
53274,2671
46177,526
50373,2273
20235,8701
26702,16587
22339,10412
33510,462
14483,5864
21245,9447
21681,9793
11339,4997
28301,668
36585,951
48839,537
2256,3153
46425,1783
10710,594
14020,605
12430,5249
31901,776
39694,1097
33890,847
2948,3295
18034,7302
47947,1932
21416,9556
31002,752
50627,2300
33889,847
29368,701
34848,379
34912,882
19944,8529
21523,9667
33234,827
44758,1629
8462,4416
48063,1948
7924,4319
40907,1187
49556,2147
16627,6662
44672,1624
53289,2673
37546,992
26006,15282
7872,4312
42407,1323
33788,844
10594,4829
33237,827
3989,3517
47402,1872
37111,975
49805,2189
53422,2696
10887,4890
22532,10635
20072,8580
47460,1878
30830,745
29185,698
30155,723
13772,5624
51790,2440
5416,3826
19292,8038
19678,8293
30594,737
39007,1061
50829,544
14422,5833
7495,4241
7022,4162
51617,2407
12221,5204
7103,4171
47770,1915
3496,3401
15406,6183
18833,7740
14882,6004
51061,2351
49371,2122
47839,532
18779,7708
17191,6890
5547,3858
8828,4480
51836,547
29115,694
21763,9881
45307,1672
5514,3853
42653,1349
1873,3073
3637,3437
36419,945
47272,1851
49768,2182
38199,1018
36209,936
36374,943
32697,804
22438,10519
38351,1030
24179,12437
24991,641
46586,1795
5317,3809
43978,1559
33232,827
18920,7800
30834,745
4716,573
27305,646
5472,3841
14615,5914
32681,803
33702,842
40503,1153
35120,893
7917,4318
22871,10962
22983,631
46370,1779
24878,13387
38018,1013
10174,4739
38570,1041
39956,1114
45850,526
39796,1105
270,2793
22702,10769
36219,936
27692,648
46124,1754
46171,526
29399,702
42927,1377
27589,18614
40476,498
34957,884
52756,2586
24060,12271
6455,4054
13402,5518
1923,3083
11510,5028
53245,2664
10642,4838
21441,9581
52341,2522
18319,7472
26847,16916
37328,984
4109,3539
14723,5939
31900,776
40058,1120
22739,10813
8213,4372
30695,741
33912,847
37966,1013
51608,2405
8292,4389
34026,853
33415,828
6436,4050
46477,1787
48140,1956
4121,3543
51636,2413
14647,5923
49460,2137
7075,4166
2033,3107
47065,1838
20272,8730
685,2851
4375,571
48258,1968
53479,552
4002,3519
31760,776
12361,5232
37173,484
53725,2744
19470,8145
42995,1387
11800,5096
9517,4619
7136,4181
30621,737
48410,1990
6248,4011
49315,2112
40125,1125
6744,4106
7850,4308
18759,7695
44570,1613
4802,3701
3517,3407
49684,2167
46715,1812
25129,13771
41048,1200
10160,4735
25882,15105
2361,3176
19864,8454
40662,1168
16660,421
3478,3398
17720,7152
15503,6229
23594,11681
48048,1946
5659,3884
47013,1833
2201,3142
23493,11557
30148,723
51124,2359
10314,4766
24588,12985
21366,9524
12346,597
15939,6397
23732,11846
18039,7305
45343,1678
269,2792
53342,2682
46193,1758
37902,1009
177,2776
28177,666
30442,733
30319,730
35076,891
72,554
37934,1011
42483,505
50092,2233
43802,515
34827,373
28627,680
24191,12458
21925,10042
4842,3710
38201,1018
52212,2501
20417,8800
8289,4388
14072,5721
5135,3766
7768,4285
40906,1187
25629,643
37348,984
16955,6787
19612,8265
25638,644
26364,15952
912,2879
46072,1750
10061,4711
45164,523
20817,9078
24046,12255
21796,9901
19582,8242
20688,8975
28468,675
45736,1716
25543,14453
34895,882
51216,2364
15336,606
6876,4133
44168,1579
12585,5291
53654,2732
622,2840
41644,1246
32030,784
32281,790
52976,2617
52868,2598
8878,4490
2287,3161
49457,2137
40964,1193
51398,2386
23280,11379
18470,7544
9703,4654
27443,18232
16175,6479
8514,4428
12584,5291
29420,702
32829,810
34569,872
43173,1402
44609,1619
223,2782
32270,789
27473,18299
44515,522
22670,10738
29279,698
33903,847
7553,4252
2208,3143
40434,1151
52434,2537
49563,2147
10425,4788
41019,1197
18523,7569
18217,7415
12374,5234
49128,2089
32242,789
14789,5969
10990,4916
36911,965
36173,477
1233,2942
26755,16709
15319,6164
25887,15111
22709,10777
6992,4157
18772,7701
8532,4434
5556,3861
39861,1107
28193,357
38050,1014
48759,2041
29325,698
28910,685
3752,3457
22451,10539
8094,4350
23038,11114
32990,814
24163,12409
36985,969
2190,3139
34855,471
24757,13200
39266,1076
29225,438
34438,868
33185,462
49842,2190
8928,4498
44553,1612
15741,6313
42381,1323
38365,1031
26060,15395
50867,2327
19946,8530
18788,7715
5716,3890
49799,2188
38025,1013
6578,4079
9383,4586
37759,1004
29660,708
53636,2728
53705,2742
44663,1624
17678,613
12898,5382
52006,2472
29890,446
47305,1857
35297,900
48948,2062
8852,4484
43685,1443
52695,2575
19268,8020
35061,891
878,2873
41557,1240
47627,1894
32630,802
7767,4285
27966,658
49126,2089
46135,1754
17114,6848
29584,706
39537,1087
10231,4750
44401,1604
359,2805
8136,4357
46442,1785
3132,3330
41958,1273
48083,1949
10379,593
15947,6397
29407,702
43878,1546
11455,5015
34532,872
51700,2423
34483,872
37542,992
20752,9030
40737,1175
28696,680
21444,9581
48699,2030
14652,5925
48725,2035
46494,526
18776,7703
27545,18485
1328,2960
50888,2329
37742,1003
10771,4861
47906,1926
44990,1652
36847,480
19189,7968
6951,4150
38424,1033
48755,2040
2796,3262
39140,1069
16536,6619
13549,5556
18766,7696
21457,9596
7196,4191
32436,798
11681,596
5706,575
23541,11611
25193,13872
48773,2041
1356,2964
45403,1687
43249,1410
46723,1813
20111,8610
31034,754
411,555
22319,628
48058,1948
16387,6560
29116,694
43863,394
44998,1653
286,2797
36337,942
13821,5645
4161,3555
21450,9590
37043,972
35128,893
20558,8905
32492,801
49817,540
22332,10406
46968,1827
47440,1875
34476,871
48119,1955
44955,1646
30061,720
20332,625
47565,1884
